Cause,Effect,Lag 1 p-value,Lag 2 p-value,Lag 3 p-value
CFS_6,LSAS_5,0.03390650999801368,0.18664996894978994,0.18697945678943292
CFS_4,BDI_6,0.03411578146323199,0.18920983452807197,0.05199252279860601
CFS_4,BDI_1,0.03467691172214357,0.22512061843093595,0.3776459382240748
CFS_6,LSAS_9,0.034766867369848756,0.02076468777459662,0.004144891030641133
CFS_6,BDI_12,0.03481568944179455,0.03236677818540469,0.0001690897832822885
CFS_11,BDI_6,0.03591246197343648,0.057837692863507706,0.024847694763863126
BDI_4,LSAS_6,0.03595554456773183,0.11348829159744532,0.3502269338361105
CFS_1,BDI_19,0.03654639320390822,0.035044327418124195,0.0012632383679855566
BDI_20,LSAS_20,0.03711609036169567,0.0005358125844834885,0.012191173813533771
CFS_7,BDI_17,0.03774308614092568,0.1250893109863868,0.2719666830993869
CFS_8,BDI_4,0.03812313650893223,0.0441721981022459,0.1528480327211498
CFS_6,BDI_11,0.03866014131969589,0.0369777866824579,0.05793387317949479
BDI_14,LSAS_2,0.038740531715603294,0.18098742763838988,0.525706248457573
CFS_8,BDI_16,0.03944364301773923,0.3012095920577049,0.3895898767147517
BDI_17,LSAS_21,0.03957151603646563,0.033539908409365445,0.10821257145347016
CFS_2_R,BDI_11,0.039775241019045546,0.005487725009484561,0.2299412860260791
BDI_14,LSAS_4,0.0398888415843318,0.12903914863281665,0.39047245903439437
BDI_3,LSAS_4,0.03992542128765365,0.15572282224355252,0.15980223795420873
CFS_6,LSAS_10,0.040289264778753935,0.014722407964615844,0.016013484021976616
CFS_8,BDI_8,0.04054916363737621,0.10054018172998856,0.07690957560974862
BDI_12,LSAS_13,0.04108543077488865,0.022453027991019895,0.3672786539290053
CFS_6,BDI_8,0.041184129828158944,0.007166012945994064,0.0015443958403607591
CFS_8,BDI_12,0.04199881287931314,0.034883537864296155,0.05183706868962236
BDI_1,LSAS_13,0.04309398364284334,0.18486898127716314,0.11218607720751017
CFS_11,BDI_2,0.043462470333800275,0.15533409680982582,0.5057798386649905
CFS_6,LSAS_1,0.04514580208306578,0.17165506894485966,0.11118975828244829
CFS_12,LSAS_21,0.04544229456310124,0.06645842439543594,0.02629306792291482
BDI_8,LSAS_13,0.04674884992770357,0.03897665318878338,0.06625116018108614
CFS_10_R,LSAS_15,0.047906253253115684,0.5758936044439232,0.7376693043373972
CFS_1,LSAS_17,0.04840229901745121,0.0761063532674557,0.10931684496143415
BDI_15,LSAS_23,0.048776604835788884,0.215713818234339,0.562124376258991
CFS_7,LSAS_24,0.04918979271248891,0.08585444640975023,0.2861990091858152
CFS_9,BDI_4,0.04934226499835178,0.045233049971697414,0.13434521429164017
CFS_8,BDI_20,0.04950746830229375,0.1188393132997653,0.045096716546278996
CFS_9,BDI_6,0.04971690413367265,0.04372608296104429,0.12780266965436102
BDI_9,LSAS_1,0.049866227819678616,0.055538264165679245,0.1720232591608919
CFS_6,LSAS_21,0.05077010702594183,0.025536207948511087,0.05028323302574778
CFS_2_R,LSAS_19,0.051062373018433735,0.010326888249719536,0.4541455976807176
BDI_18,LSAS_13,0.05307302554467988,0.04868743252596738,0.0077464695269052015
CFS_8,BDI_1,0.056058120727341496,0.008263597348023378,0.05822541178193915
CFS_4,BDI_5,0.057361828993698474,0.1278414870100626,0.004101034542642352
CFS_1,BDI_3,0.0573641950171862,0.0008323039593007868,0.0016322279734095253
CFS_11,BDI_13,0.057635168693996125,0.06792323365557486,0.020002418477167817
BDI_5,LSAS_13,0.05874171286074835,0.06943663178348616,0.04811433879678103
CFS_11,BDI_14,0.059593008852564126,0.018845191811721427,0.05998967111347946
CFS_11,LSAS_18,0.06268597249148507,0.06770380003063282,0.048592895366770195
CFS_8,LSAS_16,0.06575637025085719,0.0019391696411846788,0.011523415704630944
CFS_11,LSAS_11,0.07249257197099244,0.046367442312338546,0.03265169577917853
BDI_17,LSAS_19,0.07252592171975772,0.023678084618158055,0.27567411481354964
CFS_11,BDI_8,0.07650438094919153,0.1878081128176236,0.014908881868767017
CFS_10_R,BDI_8,0.07718717853207073,0.027817142103144232,0.14175844803033572
CFS_1,BDI_13,0.07739007711863835,0.0036618131191661187,0.0029164130111245124
CFS_4,LSAS_18,0.07746510652264346,0.016708452876196093,0.005057779838468672
BDI_10,LSAS_17,0.0776580578559816,0.02224717925231682,0.027815947037451234
BDI_9,LSAS_17,0.08629107070153866,0.19458634481310663,0.013717008942757666
CFS_9,BDI_18,0.08698576537322072,0.008520108572397298,0.035307344714691165
CFS_1,LSAS_18,0.08898772869581238,0.005503501291393653,0.0036582678576249006
BDI_14,LSAS_18,0.08944945315200004,0.300859898569836,0.01840872213106954
CFS_9,BDI_1,0.09237982734247698,0.009043362042276537,0.002784592721389074
CFS_4,BDI_3,0.10679027794983444,0.07054601838868058,0.02633403314309528
CFS_6,LSAS_16,0.11322765916868716,0.17963383143648903,0.0058225803030930775
BDI_17,LSAS_23,0.1152870618767566,0.03955171630472719,0.14319062454219297
CFS_7,LSAS_11,0.11694081873204282,0.025672275452718392,0.017691029990505324
CFS_11,BDI_20,0.12407538054015516,0.010685422387127977,0.00709947613878579
CFS_9,LSAS_11,0.1289877718675885,0.03682286030829684,0.14782893998912994
CFS_1,BDI_5,0.13347110246051788,0.004686603088219722,0.0006225801856109843
CFS_8,LSAS_11,0.139785134653529,0.007186885367659672,0.012790063763770924
CFS_1,LSAS_9,0.14808550946507973,0.0651550151704985,0.030928129331076755
CFS_11,BDI_7,0.15169581241073313,0.2110307006892721,0.02085883144836033
CFS_11,BDI_3,0.15402586737607654,0.19324312426152537,0.005520128814969955
CFS_1,LSAS_8,0.15580767828374986,0.009124405666809327,0.026140229671729878
CFS_4,BDI_13,0.15805510861917074,0.23832439739020614,0.036337346385420924
CFS_8,BDI_14,0.16001560283970664,0.010349267173337524,0.06404154186754923
BDI_5,LSAS_1,0.16180826609416823,0.03235964998240309,0.005062404937153218
CFS_7,LSAS_1,0.16950678958869136,0.6392675013661576,0.026369638746435203
CFS_9,LSAS_20,0.1738777110860111,0.016912630237809263,0.016303855605919862
CFS_8,LSAS_13,0.19001655420772381,0.017415160386052377,0.030220857394011914
BDI_10,LSAS_16,0.1910751316922232,0.012748721004453931,0.030399531341477617
BDI_3,LSAS_13,0.19867679312590342,0.10661549461594419,0.0131241006417879
CFS_11,BDI_5,0.19962942663647307,0.24419196094212509,0.015830056487607228
CFS_12,BDI_5,0.205385535371966,0.2531804831931185,0.02192860965920106
CFS_12,LSAS_8,0.2100480535330254,0.02554577964725009,0.011061319049799803
CFS_11,LSAS_10,0.21020300691724475,0.18346624044401666,0.012509619218047508
CFS_9,LSAS_16,0.21426780402165851,0.02032158409072403,0.04867780561779723
BDI_9,LSAS_18,0.21470336586382643,0.522697419920885,0.02499590983761915
BDI_10,LSAS_18,0.2193464084157584,0.015213171190864086,0.030393289832385307
CFS_9,BDI_17,0.22045377594311327,0.035274399563421266,0.08392190091417716
CFS_5_R,LSAS_11,0.2290163288538144,0.04218845680064772,0.09223159161025689
CFS_5_R,LSAS_5,0.23133282028142216,0.019634689757964303,0.04838360382296997
CFS_4,LSAS_22,0.24263075358947273,0.13182211236461625,0.02496385465178148
CFS_11,LSAS_9,0.24472835302082585,0.23244547537552693,0.04268218104404268
CFS_2_R,LSAS_11,0.24864765399594974,0.04393811673134129,0.027422631466579608
CFS_4,LSAS_24,0.25582631708356085,0.23976229947834815,0.01575499587403636
CFS_3_R,BDI_6,0.278843925275766,0.7514135527300352,0.01752120038987407
CFS_3_R,BDI_19,0.2899319608367953,0.5210770876121757,0.0467608964880113
CFS_5_R,BDI_9,0.2901591756790804,0.03544975120662258,0.03387267674562201
CFS_5_R,BDI_20,0.2928369571067023,0.008523224557156402,0.027241365303661225
CFS_9,LSAS_9,0.3202110694869046,0.04216064566540847,0.13424402740242497
CFS_4,LSAS_13,0.32112047204871397,0.026482591367245283,0.06813569674871421
CFS_8,LSAS_1,0.32710423382827614,0.10659671113732928,0.007566096966790333
CFS_12,LSAS_11,0.33106364375358777,0.33104848496291983,0.019401576783801784
CFS_5_R,LSAS_1,0.3381027182138932,0.16655887598861685,0.007734155152995741
CFS_5_R,LSAS_13,0.34834429831202246,0.10327806028408858,0.049246422886940956
CFS_2_R,BDI_2,0.3518458333561869,0.7154707007887423,0.021691239770257737
CFS_12,BDI_14,0.3532402894804297,0.5501416557782042,0.04041946653127814
BDI_10,LSAS_20,0.354800177321865,0.020871325314522758,0.12289306593380804
BDI_17,LSAS_11,0.3649075593060196,0.007094893498197761,0.060024168506808404
CFS_9,BDI_9,0.36874795137542105,0.0745974837413665,0.016623806158365322
CFS_9,LSAS_1,0.37225185519866005,0.024234872202750224,0.004454798689808228
BDI_18,LSAS_11,0.39000446365573294,0.04411064227900673,0.14565086298034569
CFS_5_R,LSAS_16,0.39080811322419295,0.01469740814033319,0.02261466505559896
CFS_4,LSAS_8,0.39637512580781753,0.10354683621863414,0.0004087027282781842
CFS_4,LSAS_16,0.41037422485649944,0.3317484153134229,0.0072402898147352224
CFS_5_R,LSAS_20,0.4185398983295032,0.019476467770904175,0.024324970987529584
BDI_8,LSAS_1,0.4187184003795379,0.008104773702935901,0.0322628738157744
CFS_2_R,LSAS_16,0.4486267423685397,0.13040027793078893,0.03216863627626984
BDI_9,LSAS_9,0.46336536960845254,0.7515514823249649,0.03948040937125088
BDI_20,LSAS_19,0.4739682519532168,0.027070960768571746,0.048411549389179034
CFS_3_R,BDI_13,0.48647451615778436,0.6000375202020459,0.00512447781063823
CFS_6,BDI_20,0.49331009261456904,0.4029634006424742,0.013275441667093098
CFS_8,LSAS_10,0.5016536275470962,0.05301101327703238,0.04954028987489692
BDI_1,LSAS_11,0.5083492719979352,0.034233583018859336,0.30229431987851296
BDI_10,LSAS_15,0.5137211990145694,0.010712254988070987,0.028164415441449615
BDI_1,LSAS_19,0.5143745565932096,0.03808620643726803,0.1061296664693732
BDI_20,LSAS_21,0.5214240205400908,0.018925931636651818,0.12720700725258302
CFS_9,LSAS_18,0.5481047678343982,0.025146078323286414,0.08838951228211993
CFS_4,LSAS_11,0.5716976809166407,0.8693420024697728,0.006752706916521452
CFS_6,LSAS_11,0.5818959961014389,0.5774292375626067,0.0312689279474342
BDI_3,LSAS_10,0.588433113713208,0.03430867158504595,0.010214698291729829
BDI_12,LSAS_10,0.629117014372617,0.008800465078003574,0.16965973584472055
CFS_4,LSAS_9,0.6384876536329379,0.5291076560628658,0.015456417442584356
BDI_3,LSAS_11,0.641280092474174,0.04472868369681492,0.07760176467068089
BDI_10,LSAS_8,0.6576831716221707,0.011015658424781057,0.03016345012963377
BDI_7,LSAS_1,0.6979502313687508,0.038747274708508764,0.0438467261719871
CFS_3_R,BDI_5,0.7740300427306617,0.933542621275305,0.013672435226075521
BDI_5,LSAS_16,0.8439595658963142,0.04971850739470978,0.14788109238832986
CFS_5_R,BDI_14,0.8585446931831606,0.03925505651503611,0.1733238139782144
BDI_10,LSAS_6,0.8610237740823647,0.038010486166632114,0.13589154815582197
BDI_8,LSAS_9,0.8659716342180266,0.06695176497328177,0.03881734446427949
CFS_11,LSAS_1,0.8691456971664496,0.7512844177454244,0.01552180437962517
CFS_3_R,LSAS_22,0.8926369130609975,0.16214805757441983,0.0009165481979386192
BDI_5,LSAS_11,0.8989298908927209,0.01609566886722771,0.16141932177728643
BDI_10,LSAS_11,0.9056313256169382,0.04100116719372517,0.0351874671659191
BDI_9,LSAS_16,0.9200700439497831,0.24508388644940485,0.007340321913641555
CFS_4,LSAS_10,0.9215816659642238,0.5600301119413246,0.011811414428461363
BDI_17,LSAS_10,0.9291964484434693,0.019845727700092155,0.25955662933931256
CFS_12,LSAS_16,0.9491273732662951,0.9226831304340177,0.0077368550898852025
CFS_9,LSAS_17,0.9625616376199008,0.04508362727384522,0.14370406881876815
BDI_12,LSAS_1,0.965355750448132,0.025611725283093807,0.15730101028496435
CFS_4,LSAS_15,0.9703519798569014,0.353988493382853,0.04501999298302906
CFS_2_R,LSAS_17,0.9707251623633558,0.25298578721769904,0.014040969293112326
BDI_5,LSAS_9,0.9709594009795658,0.029534320832666047,0.14516160992750973
