Cause,Effect,Lag 1 p-value,Lag 2 p-value,Lag 3 p-value
CFS9,LSAS_16,0.2142678040216591,0.020321584090724,0.0486778056177971
BDI9,LSAS_18,0.2147033658638264,0.5226974199208829,0.0249959098376191
BDI10,LSAS_18,0.219346408415757,0.015213171190864,0.0303932898323853
CFS9,BDI17,0.220453775943116,0.0352743995634205,0.083921900914177
CFS5_R,LSAS_11,0.2290163288538168,0.0421884568006474,0.0922315916102562
CFS5_R,LSAS_5,0.2313328202814203,0.0196346897579647,0.0483836038229693
CFS4,LSAS_22,0.2426307535894741,0.1318221123646156,0.0249638546517813
CFS11,LSAS_9,0.2447283530208238,0.2324454753755258,0.0426821810440421
CFS2_R,LSAS_11,0.2486476539959519,0.0439381167313415,0.0274226314665792
CFS4,LSAS_24,0.2558263170835602,0.2397622994783449,0.0157549958740366
CFS3_R,BDI6,0.2788439252757598,0.751413552730046,0.0175212003898745
CFS3_R,BDI19,0.2899319608367827,0.5210770876121766,0.0467608964880116
CFS5_R,BDI9,0.2901591756790861,0.0354497512066219,0.0338726767456215
CFS5_R,BDI20,0.292836957106707,0.0085232245571563,0.0272413653036608
CFS9,LSAS_9,0.3202110694869095,0.0421606456654085,0.1342440274024262
CFS4,LSAS_13,0.3211204720487144,0.026482591367245,0.0681356967487138
CFS8,LSAS_1,0.3271042338282665,0.1065967111373284,0.00756609696679
CFS12,LSAS_11,0.3310636437535877,0.3310484849629235,0.0194015767838025
CFS5_R,LSAS_1,0.3381027182139013,0.1665588759886206,0.0077341551529956
CFS5_R,LSAS_13,0.3483442983120259,0.1032780602840887,0.0492464228869409
CFS2_R,BDI2,0.3518458333561869,0.715470700788739,0.0216912397702572
CFS12,BDI14,0.3532402894804343,0.5501416557782037,0.0404194665312788
BDI10,LSAS_20,0.354800177321865,0.0208713253145228,0.1228930659338084
BDI17,LSAS_11,0.3649075593060196,0.0070948934981977,0.0600241685068084
CFS9,BDI9,0.3687479513754297,0.0745974837413664,0.0166238061583649
CFS9,LSAS_1,0.37225185519866,0.0242348722027495,0.0044547986898082
BDI18,LSAS_11,0.3900044636557318,0.0441106422790064,0.1456508629803461
CFS5_R,LSAS_16,0.390808113224198,0.0146974081403334,0.0226146650555988
CFS4,LSAS_8,0.3963751258078198,0.1035468362186336,0.0004087027282781
CFS4,LSAS_16,0.4103742248565007,0.3317484153134218,0.0072402898147352
CFS5_R,LSAS_20,0.4185398983295076,0.0194764677709047,0.0243249709875289
BDI8,LSAS_1,0.4187184003795379,0.0081047737029359,0.0322628738157741
CFS2_R,LSAS_16,0.4486267423685355,0.1304002779307898,0.0321686362762689
BDI9,LSAS_9,0.4633653696084547,0.7515514823249638,0.0394804093712509
BDI20,LSAS_19,0.4739682519532168,0.0270709607685718,0.048411549389179
CFS3_R,BDI13,0.4864745161577811,0.6000375202020511,0.0051244778106379
CFS6,BDI20,0.4933100926145625,0.4029634006424719,0.0132754416670929
CFS8,LSAS_10,0.5016536275470835,0.0530110132770308,0.0495402898748959
BDI1,LSAS_11,0.5083492719979352,0.0342335830188593,0.3022943198785134
BDI10,LSAS_15,0.5137211990145694,0.0107122549880709,0.0281644154414496
BDI1,LSAS_19,0.5143745565932113,0.0380862064372678,0.1061296664693733
BDI20,LSAS_21,0.5214240205400908,0.0189259316366518,0.1272070072525824
CFS9,LSAS_18,0.5481047678344146,0.0251460783232864,0.0883895122821201
CFS4,LSAS_11,0.5716976809166429,0.8693420024697619,0.0067527069165214
CFS6,LSAS_11,0.5818959961014346,0.5774292375626017,0.0312689279474332
BDI3,LSAS_10,0.5884331137132057,0.0343086715850458,0.0102146982917296
BDI12,LSAS_10,0.6291170143726195,0.0088004650780036,0.1696597358447209
CFS4,LSAS_9,0.6384876536329352,0.5291076560628629,0.0154564174425842
BDI3,LSAS_11,0.641280092474174,0.0447286836968148,0.0776017646706808
BDI10,LSAS_8,0.6576831716221707,0.0110156584247809,0.0301634501296337
BDI7,LSAS_1,0.6979502313687508,0.0387472747085086,0.043846726171987
CFS3_R,BDI5,0.774030042730694,0.9335426212753212,0.0136724352260756
BDI5,LSAS_16,0.8439595658963142,0.0497185073947097,0.1478810923883291
CFS5_R,BDI14,0.8585446931831834,0.0392550565150372,0.1733238139782107
BDI10,LSAS_6,0.8610237740823571,0.038010486166632,0.1358915481558219
BDI8,LSAS_9,0.8659716342180266,0.0669517649732819,0.0388173444642797
CFS11,LSAS_1,0.8691456971663837,0.7512844177454125,0.0155218043796249
CFS3_R,LSAS_22,0.8926369130608965,0.1621480575744212,0.0009165481979386
BDI5,LSAS_11,0.8989298908927101,0.0160956688672277,0.1614193217772872
BDI10,LSAS_11,0.9056313256169382,0.0410011671937253,0.0351874671659193
BDI9,LSAS_16,0.9200700439497967,0.2450838864494061,0.0073403219136415
CFS4,LSAS_10,0.9215816659642933,0.5600301119413144,0.0118114144284614
BDI17,LSAS_10,0.9291964484434692,0.0198457277000922,0.2595566293393118
CFS12,LSAS_16,0.9491273732663597,0.9226831304340304,0.0077368550898852
CFS9,LSAS_17,0.962561637620047,0.0450836272738451,0.1437040688187687
BDI12,LSAS_1,0.9653557504481636,0.0256117252830938,0.1573010102849639
CFS4,LSAS_15,0.9703519798569014,0.3539884933828521,0.0450199929830293
CFS2_R,LSAS_17,0.970725162363281,0.2529857872177002,0.0140409692931123
BDI5,LSAS_9,0.9709594009796036,0.0295343208326662,0.1451616099275105
